Fail,avgErr,avgMaxErr,less5cmErrTime,less10cmErrTime,less15cmErrTime,less20cmErrTime
False,18.672181030800537,29.314276297344144,3.06,1.82,1.6,1.3
False,18.572352684512257,28.291269420077914,14.64,2.3000000000000003,1.62,1.46
False,17.63261950351317,27.57979570820471,3.42,1.6400000000000001,1.24,1.18
False,17.958547139927543,29.999850175762706,-1.0,9.44,2.72,2.44
False,18.31752583297388,29.417654319856272,-1.0,1.52,1.26,1.06
False,18.70860465107936,28.81294546837349,-1.0,2.56,2.02,1.52
False,18.535983338988437,28.99866256516159,-1.0,1.86,1.28,0.9
False,17.59157174532486,26.495611145291644,20.0,2.32,1.76,1.46
False,18.23444850791291,27.437982807710533,-1.0,1.5,1.3,1.06
False,18.209185092941166,27.58406315648653,-1.0,2.54,1.42,1.2
False,18.507125308885,27.550452949099114,3.52,1.74,1.48,1.3
False,18.005595971181553,28.36826497205329,2.92,1.72,1.36,1.22
False,17.728039189358228,28.375232066270662,-1.0,2.86,1.42,1.24
False,18.29734289611873,30.135583696367313,-1.0,3.64,2.62,2.18
False,18.142137858459357,27.687245093563163,2.94,2.2800000000000002,1.6400000000000001,1.36
False,18.769048389262412,29.042458955728517,3.02,1.74,1.46,1.32
False,18.21965764129512,27.598636505171555,3.52,2.34,1.54,1.3
False,18.329174962659742,28.250056042327714,-1.0,2.44,1.68,1.36
False,18.436595133912537,28.064343698381112,-1.0,2.02,1.52,1.3
False,17.997903444730664,27.630848948301846,3.4,1.52,1.52,1.22
False,18.09554567241524,27.19898184056354,-1.0,2.86,1.6,1.3800000000000001
False,18.615680400326912,29.532111298972087,3.5,2.04,1.4000000000000001,1.08
False,17.903796445728233,26.91381172807339,2.98,1.92,1.26,1.18
False,17.986713088011847,28.530623755016112,-1.0,3.22,1.48,1.32
False,18.562767038377775,28.791207684548212,3.48,3.08,1.86,1.02
False,18.166856971176635,27.35487343156201,2.68,1.72,1.3,1.18
False,18.048475177448736,30.727283937446035,-1.0,9.36,3.3000000000000003,2.68
False,18.680265638197543,29.38206679261521,9.36,3.6,1.5,1.44
False,19.121031771512733,29.872069174998664,-1.0,1.8,1.3,1.22
False,18.3721272838746,27.464305229578514,2.34,1.48,1.24,1.1
False,18.33344976749486,29.128719241424825,-1.0,9.46,2.1,1.3800000000000001
False,18.25226288688472,28.62139994021085,-1.0,2.64,2.2,1.3
False,18.970483321278333,31.69222556331202,9.38,9.16,3.58,3.08
False,18.04148927865897,27.48979475202195,3.3200000000000003,2.22,1.34,1.12
False,17.75551295099215,29.349404255371148,19.94,3.08,2.66,1.36
False,17.866606187197814,28.229134215349088,-1.0,2.7800000000000002,1.56,1.42
False,17.586492882705237,29.259063489743028,9.52,9.48,2.32,1.3800000000000001
False,18.55044880712629,28.1500034394771,3.3000000000000003,1.6,1.22,1.08
False,18.09953858237175,29.550091031567874,19.82,2.66,2.16,1.6
False,18.724432027077366,29.12551872210582,2.42,1.94,1.46,1.32
False,18.73295689398487,28.66801054863097,3.1,2.62,1.48,1.22
False,18.118996284272033,29.571992013896537,-1.0,2.82,1.68,1.5
False,18.386154147996095,27.70646406354771,19.66,2.82,1.82,1.08
False,17.154748248189268,27.408341150101844,-1.0,9.42,1.48,1.34
False,18.482744474621168,28.292258770029434,14.6,1.62,1.34,1.2
False,18.720605905933358,30.35378921152595,-1.0,2.98,2.18,1.56
False,19.281713372491083,29.402564867604642,14.700000000000001,1.72,1.4000000000000001,1.34
False,17.957012808207057,29.179893779848154,-1.0,9.32,3.44,1.68
False,17.782347151549654,26.637253280800863,2.98,1.8800000000000001,1.28,1.1
False,18.53651744357551,29.337824287548678,-1.0,2.62,1.36,1.12
False,17.938555756779323,27.061218626052163,-1.0,1.72,1.28,1.2
False,17.626608228990502,26.831330176042375,3.4,2.2800000000000002,2.1,1.2
False,18.57601305196477,28.51714812500677,-1.0,2.54,2.02,1.44
False,17.984442195930356,27.67129107689557,19.96,2.08,1.78,1.28
False,17.80104599431436,28.63198317339998,19.84,2.42,2.12,1.42
False,18.31860018703702,28.137966456892535,19.94,3.16,1.56,1.42
False,17.246091787252976,28.63065631030592,9.4,9.28,1.44,1.22
False,17.61196012336121,28.508870201182074,-1.0,3.1,1.46,1.36
False,17.697511037363867,29.092171123797613,19.72,3.12,2.46,1.4000000000000001
False,18.358382337961302,28.770118944501863,9.56,1.6600000000000001,1.62,1.32
False,17.705646321656697,28.593867732672745,9.4,3.04,2.02,1.42
False,18.38301541745207,28.556415313653122,-1.0,3.06,2.04,1.6
False,18.241189963243542,27.699036024296838,3.22,1.96,1.82,1.5
False,18.47786088228568,29.697666593278658,-1.0,9.22,1.7,1.3
False,18.1171500226929,27.39206657575267,3.3200000000000003,1.6600000000000001,1.36,1.18
False,19.002981866235253,29.72503594437062,3.24,2.2800000000000002,1.58,1.26
False,18.062763670589334,26.966238013481668,14.5,1.46,1.28,1.08
False,18.68138112929882,28.657835303360894,3.54,2.58,1.74,1.02
False,16.99676232323376,26.646966403657455,-1.0,1.52,1.3,0.96
False,18.556388916937316,28.407303107679304,-1.0,2.2600000000000002,1.68,0.9400000000000001
False,18.97105877416832,29.1767976249383,14.620000000000001,2.14,1.78,1.22
False,18.042087774944438,27.22313770761471,3.24,1.78,1.32,1.18
False,17.55096181741027,28.71146264301033,9.44,3.1,2.16,1.58
False,17.811820941710064,29.06210795088603,-1.0,2.48,2.04,1.8
False,17.66294942263436,27.930461884799684,-1.0,2.92,1.22,1.0
False,18.26036875924171,30.253559280849696,-1.0,9.3,2.8000000000000003,2.0
False,18.179787091238733,27.10778206673499,2.7600000000000002,1.8800000000000001,1.62,1.16
False,18.19600598801462,28.997780217372988,-1.0,2.88,2.12,1.1400000000000001
False,18.47899560195107,28.047287769550028,14.58,1.92,1.3,1.06
False,17.729530377223604,27.718875663363438,-1.0,1.6,1.36,1.08
False,18.583841690371045,27.983913398439782,-1.0,1.6400000000000001,1.3800000000000001,1.18
False,19.23800673881029,29.494558541875964,3.12,2.38,1.34,1.26
False,18.028550463126557,27.30108183927957,3.12,2.22,1.22,0.84
